Date,Area,AgeYear,Gender,NewConfCases,NewDeaths,Source
2020-03-21,Canton_ZH,36,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,36,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,37,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,37,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,38,F,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,38,M,4,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,39,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,40,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,40,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,41,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,41,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,42,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,42,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,43,F,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,43,M,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,44,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,44,,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,45,M,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,46,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,46,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,46,,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,47,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,47,M,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,48,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,48,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,49,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,50,M,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,51,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,51,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,52,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,52,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,53,F,4,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,53,M,5,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,54,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,54,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,55,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,55,M,4,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,56,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,57,F,4,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,57,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,58,F,4,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,58,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,59,F,4,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,60,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,60,M,5,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,61,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,61,M,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,62,F,5,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,62,M,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,63,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,63,M,5,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,64,F,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,64,M,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,65,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,65,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,66,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,67,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,68,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,68,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,69,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,70,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,70,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,71,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,72,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,72,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,74,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,75,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,76,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,77,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,77,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,78,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,79,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,80,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,80,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,81,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,81,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,83,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,85,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,87,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,88,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,88,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,90,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,90,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,93,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,94,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,96,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,96,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,97,F,0,1,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-21,Canton_ZH,,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,1,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,18,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,19,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,20,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,20,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,22,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,23,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,27,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,28,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,29,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,30,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,31,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,34,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,34,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,35,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,37,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,37,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,38,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,39,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,40,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,42,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,43,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,44,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,46,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,49,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,49,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,50,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,51,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,52,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,53,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,54,,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,55,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,56,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,56,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,57,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,59,F,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,59,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,60,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,61,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,62,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,64,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,66,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,66,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,67,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,69,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,76,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,81,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,83,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,89,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,91,M,0,1,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,92,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,94,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-22,Canton_ZH,,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,18,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,21,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,24,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,25,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,27,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,29,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,30,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,32,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,34,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,35,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,38,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,38,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,39,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,39,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,40,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,40,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,41,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,42,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,42,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,44,F,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,44,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,45,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,46,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,49,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,49,M,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,50,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,50,M,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,51,F,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,51,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,53,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,54,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,55,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,56,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,57,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,57,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,58,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,58,M,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,59,M,4,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,60,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,62,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,62,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,63,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,65,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,66,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,69,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,70,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,71,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,72,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,73,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,77,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,77,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,79,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,80,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,86,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,86,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,88,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,88,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,90,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,90,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,92,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,96,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-23,Canton_ZH,96,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,13,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,15,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,18,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,19,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,19,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,20,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,20,M,8,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,21,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,21,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,22,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,23,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,23,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,24,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,25,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,25,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,26,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,27,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,28,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,28,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,29,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,30,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,30,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,31,F,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,32,F,3,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-24,Canton_ZH,33,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
